ROTA;FILIAL_ORIGEM;FILIAL_DESTINO; R$_CAPITAL ; R$_INTERIOR ; %_CAPITAL ; %_INTERIOR ;PM
NATFES;NAT;FES;R$ 1,68;R$ 2,10;0,27%;0,27%;50
NATITN;NAT;ITN;R$ 2,14;R$ 2,61;0,27%;0,27%;50
NATVDC;NAT;VDC;R$ 2,35;R$ 2,81;0,27%;0,27%;50
NATSSA;NAT;SSA;R$ 2,22;R$ 2,69;0,27%;0,27%;50
NATAJU;NAT;AJU;R$ 2,00;R$ 2,48;0,27%;0,27%;50
NATPNZ;NAT;PNZ;R$ 3,66;R$ 4,02;0,27%;0,27%;50
NATMCZ;NAT;MCZ;R$ 3,86;R$ 4,10;0,37%;0,37%;50
NATCAU;NAT;CAU;R$ 2,67;R$ 3,12;0,37%;0,37%;50
NATREC;NAT;REC;R$ 2,58;R$ 3,00;0,37%;0,37%;50
NATVIX;NAT;VIX;R$ 2,15;R$ 2,60;0,45%;0,45%;50
NATBHZ;NAT;BHZ;R$ 2,21;R$ 2,68;0,45%;0,45%;50
NATBSB;NAT;BSB;R$ 2,70;R$ 3,11;0,45%;0,45%;50
NATPMW;NAT;PMW;R$ 3,79;R$ 4,18;0,45%;0,45%;50
NATCAW;NAT;CAW;R$ 2,89;R$ 3,34;0,45%;0,45%;50
NATDIV;NAT;DIV;R$ 2,42;R$ 2,88;0,45%;0,45%;50
NATJDF;NAT;JDF;R$ 2,99;R$ 3,43;0,45%;0,45%;50
NATGYN;NAT;GYN;R$ 2,55;R$ 2,98;0,66%;0,66%;50
NATRIO;NAT;RIO;R$ 2,45;R$ 2,91;0,66%;0,66%;50
NATPSA;NAT;PSA;R$ 2,79;R$ 3,25;0,66%;0,66%;50
NATSJK;NAT;SJK;R$ 3,07;R$ 3,51;0,66%;0,66%;50
NATCPQ;NAT;CPQ;R$ 2,95;R$ 3,39;0,66%;0,66%;50
NATSAO;NAT;SAO;R$ 2,58;R$ 3,04;0,66%;0,66%;50
NATSSZ;NAT;SSZ;R$ 3,46;R$ 3,89;0,66%;0,66%;50
NATSOD;NAT;SOD;R$ 3,06;R$ 3,50;0,66%;0,66%;50
NATBAU;NAT;BAU;R$ 3,22;R$ 3,67;0,94%;0,94%;50
NATRAO;NAT;RAO;R$ 3,27;R$ 3,70;0,94%;0,94%;50
NATCWB;NAT;CWB;R$ 3,21;R$ 3,65;0,94%;0,94%;50
NATJOI;NAT;JOI;R$ 2,98;R$ 3,43;0,94%;0,94%;50
NATCGB;NAT;CGB;R$ 5,84;R$ 6,15;0,94%;0,94%;50
NATCGR;NAT;CGR;R$ 5,27;R$ 5,59;0,94%;0,94%;50
NATSJP;NAT;SJP;R$ 3,53;R$ 3,96;0,94%;0,94%;50
NATITJ;NAT;ITJ;R$ 2,87;R$ 3,32;0,94%;0,94%;50
NATBNU;NAT;BNU;R$ 2,85;R$ 3,31;0,94%;0,94%;50
NATLDB;NAT;LDB;R$ 3,08;R$ 3,52;0,94%;0,94%;50
NATFLN;NAT;FLN;R$ 3,18;R$ 3,62;0,94%;0,94%;50
NATPPB;NAT;PPB;R$ 3,98;R$ 4,40;0,94%;0,94%;50
NATUDI;NAT;UDI;R$ 3,08;R$ 3,52;0,66%;0,66%;50
NATMGF;NAT;MGF;R$ 3,10;R$ 3,54;0,94%;0,94%;50
NATBEL;NAT;BEL;R$ 3,14;R$ 3,57;0,94%;0,94%;50
NATLAJ;NAT;LAJ;R$ 3,71;R$ 4,13;0,94%;0,94%;50
NATCCM;NAT;CCM;R$ 3,97;R$ 4,38;0,94%;0,94%;50
NATCAC;NAT;CAC;R$ 3,59;R$ 4,01;0,94%;0,94%;50
NATXAP;NAT;XAP;R$ 3,67;R$ 4,09;0,94%;0,94%;50
NATCXJ;NAT;CXJ;R$ 3,00;R$ 3,45;0,94%;0,94%;50
NATPOA;NAT;POA;R$ 3,29;R$ 3,72;0,94%;0,94%;50
NATNAT;NAT;NAT;R$ 0,56;R$ 1,26;0,14%;0,14%;50
NATJPA;NAT;JPA;R$ 0,91;R$ 1,41;0,18%;0,18%;50
NATTHE;NAT;THE;R$ 2,64;R$ 3,10;0,45%;0,45%;50
NATFOR;NAT;FOR;R$ 1,84;R$ 2,30;0,45%;0,45%;50
NATIMP;NAT;IMP;R$ 2,66;R$ 3,12;0,66%;0,66%;50
NATSLZ;NAT;SLZ;R$ 2,58;R$ 3,04;0,66%;0,66%;50
PMWPMW;PMW;PMW;R$ 1,57;R$ 2,29;0,14%;0,14%;50
PMWGYN;PMW;GYN;R$ 2,08;R$ 1,73;0,18%;0,18%;50
PMWSAO;PMW;SAO;R$ 2,79;R$ 2,31;0,27%;0,27%;50
PMWSSZ;PMW;SSZ;R$ 3,48;R$ 3,08;0,27%;0,27%;50
PMWVDC;PMW;VDC;R$ 3,70;R$ 3,29;0,27%;0,27%;50
PMWBAU;PMW;BAU;R$ 3,06;R$ 2,78;0,27%;0,27%;50
PMWRAO;PMW;RAO;R$ 3,25;R$ 2,81;0,27%;0,27%;50
PMWCWB;PMW;CWB;R$ 3,20;R$ 2,81;0,37%;0,37%;50
PMWJOI;PMW;JOI;R$ 2,96;R$ 2,58;0,37%;0,37%;50
PMWITN;PMW;ITN;R$ 3,55;R$ 3,15;0,37%;0,37%;50
PMWBSB;PMW;BSB;R$ 2,13;R$ 1,78;0,25%;0,25%;50
PMWSJP;PMW;SJP;R$ 3,75;R$ 3,34;0,27%;0,27%;50
PMWBNU;PMW;BNU;R$ 2,83;R$ 2,45;0,37%;0,37%;50
PMWITJ;PMW;ITJ;R$ 2,85;R$ 2,47;0,37%;0,37%;50
PMWFES;PMW;FES;R$ 3,62;R$ 2,90;0,37%;0,37%;50
PMWPPB;PMW;PPB;R$ 3,82;R$ 3,51;0,37%;0,37%;50
PMWFLN;PMW;FLN;R$ 3,17;R$ 2,79;0,37%;0,37%;50
PMWUDI;PMW;UDI;R$ 2,91;R$ 2,53;0,37%;0,37%;50
PMWMGF;PMW;MGF;R$ 3,09;R$ 2,70;0,37%;0,37%;50
PMWLAJ;PMW;LAJ;R$ 3,73;R$ 3,32;0,37%;0,37%;50
PMWSSA;PMW;SSA;R$ 3,80;R$ 3,39;0,37%;0,37%;50
PMWCCM;PMW;CCM;R$ 4,01;R$ 3,59;0,37%;0,37%;50
PMWAJU;PMW;AJU;R$ 4,29;R$ 3,66;0,45%;0,45%;50
PMWXAP;PMW;XAP;R$ 3,68;R$ 3,28;0,45%;0,45%;50
PMWCXJ;PMW;CXJ;R$ 2,99;R$ 2,61;0,45%;0,45%;50
PMWPOA;PMW;POA;R$ 3,28;R$ 2,89;0,45%;0,45%;50
PMWPNZ;PMW;PNZ;R$ 4,39;R$ 3,96;0,45%;0,45%;50
PMWMCZ;PMW;MCZ;R$ 3,51;R$ 3,11;0,45%;0,45%;50
PMWCAU;PMW;CAU;R$ 5,10;R$ 4,43;0,45%;0,45%;50
PMWREC;PMW;REC;R$ 3,73;R$ 3,32;0,66%;0,66%;50
PMWCGB;PMW;CGB;R$ 5,52;R$ 5,04;0,27%;0,27%;50
PMWJPA;PMW;JPA;R$ 3,40;R$ 3,00;0,66%;0,66%;50
PMWNAT;PMW;NAT;R$ 3,56;R$ 3,16;0,66%;0,66%;50
PMWVIX;PMW;VIX;R$ 3,21;R$ 2,83;0,37%;0,37%;50
PMWTHE;PMW;THE;R$ 4,48;R$ 4,05;0,66%;0,66%;50
PMWFOR;PMW;FOR;R$ 3,71;R$ 3,31;0,66%;0,66%;50
PMWBHZ;PMW;BHZ;R$ 2,96;R$ 2,59;0,27%;0,27%;50
PMWCAW;PMW;CAW;R$ 3,61;R$ 3,21;0,37%;0,37%;50
PMWDIV;PMW;DIV;R$ 2,56;R$ 2,32;0,25%;0,25%;50
PMWJDF;PMW;JDF;R$ 3,51;R$ 3,11;0,27%;0,27%;50
PMWIMP;PMW;IMP;R$ 4,50;R$ 4,07;0,94%;0,94%;50
PMWSLZ;PMW;SLZ;R$ 4,42;R$ 3,99;0,94%;0,94%;50
PMWRIO;PMW;RIO;R$ 3,25;R$ 2,86;0,27%;0,27%;50
PMWCGR;PMW;CGR;R$ 4,40;R$ 3,97;0,37%;0,37%;50
PMWPSA;PMW;PSA;R$ 3,75;R$ 3,44;0,27%;0,27%;50
PMWSJK;PMW;SJK;R$ 3,69;R$ 3,28;0,25%;0,25%;50
PMWCPQ;PMW;CPQ;R$ 3,04;R$ 2,77;0,25%;0,25%;50
PMWSOD;PMW;SOD;R$ 3,44;R$ 3,05;0,25%;0,25%;50
PMWLDB;PMW;LDB;R$ 3,07;R$ 2,68;0,27%;0,27%;50
PMWCAC;PMW;CAC;R$ 3,60;R$ 3,20;0,37%;0,37%;50
PMWBEL;PMW;BEL;R$ 2,20;R$ 2,17;0,94%;0,94%;50
PNZFES;PNZ;FES;R$ 2,68;R$ 1,93;0,25%;0,25%;50
PNZITN;PNZ;ITN;R$ 2,73;R$ 2,36;0,25%;0,25%;50
PNZVDC;PNZ;VDC;R$ 2,92;R$ 2,54;0,25%;0,25%;50
PNZSSA;PNZ;SSA;R$ 2,93;R$ 2,55;0,25%;0,25%;50
PNZAJU;PNZ;AJU;R$ 2,71;R$ 2,34;0,27%;0,27%;50
PNZCAU;PNZ;CAU;R$ 2,73;R$ 2,36;0,25%;0,25%;50
PNZREC;PNZ;REC;R$ 2,48;R$ 1,92;0,25%;0,25%;50
PNZVIX;PNZ;VIX;R$ 2,93;R$ 2,45;0,37%;0,37%;50
PNZBHZ;PNZ;BHZ;R$ 3,04;R$ 2,65;0,45%;0,45%;50
PNZBSB;PNZ;BSB;R$ 3,55;R$ 2,96;0,45%;0,45%;50
PNZPMW;PNZ;PMW;R$ 4,62;R$ 4,02;0,45%;0,45%;50
PNZCAW;PNZ;CAW;R$ 3,61;R$ 3,20;0,45%;0,45%;50
PNZDIV;PNZ;DIV;R$ 3,14;R$ 2,75;0,45%;0,45%;50
PNZJDF;PNZ;JDF;R$ 3,71;R$ 3,29;0,45%;0,45%;50
PNZGYN;PNZ;GYN;R$ 3,37;R$ 2,83;0,45%;0,45%;50
PNZSLZ;PNZ;SLZ;R$ 5,70;R$ 4,64;0,45%;0,45%;50
PNZRIO;PNZ;RIO;R$ 3,16;R$ 2,77;0,45%;0,45%;50
PNZPSA;PNZ;PSA;R$ 3,43;R$ 3,12;0,45%;0,45%;50
PNZSJK;PNZ;SJK;R$ 3,94;R$ 3,52;0,66%;0,66%;50
PNZCPQ;PNZ;CPQ;R$ 3,66;R$ 3,25;0,66%;0,66%;50
PNZSAO;PNZ;SAO;R$ 3,42;R$ 3,02;0,66%;0,66%;50
PNZSSZ;PNZ;SSZ;R$ 4,36;R$ 3,92;0,66%;0,66%;50
PNZSOD;PNZ;SOD;R$ 3,78;R$ 3,36;0,66%;0,66%;50
PNZBAU;PNZ;BAU;R$ 3,86;R$ 3,54;0,66%;0,66%;50
PNZRAO;PNZ;RAO;R$ 3,99;R$ 3,56;0,66%;0,66%;50
PNZCWB;PNZ;CWB;R$ 4,09;R$ 3,66;0,94%;0,94%;50
PNZJOI;PNZ;JOI;R$ 3,85;R$ 3,43;0,94%;0,94%;50
PNZCGB;PNZ;CGB;R$ 6,66;R$ 5,99;0,94%;0,94%;50
PNZCGR;PNZ;CGR;R$ 6,09;R$ 5,44;0,94%;0,94%;50
PNZSJP;PNZ;SJP;R$ 4,17;R$ 3,83;0,94%;0,94%;50
PNZBNU;PNZ;BNU;R$ 3,72;R$ 3,30;0,94%;0,94%;50
PNZITJ;PNZ;ITJ;R$ 3,74;R$ 3,32;0,94%;0,94%;50
PNZLDB;PNZ;LDB;R$ 3,96;R$ 3,53;0,94%;0,94%;50
PNZPPB;PNZ;PPB;R$ 4,62;R$ 4,27;0,94%;0,94%;50
PNZFLN;PNZ;FLN;R$ 4,45;R$ 4,01;0,94%;0,94%;50
PNZUDI;PNZ;UDI;R$ 3,80;R$ 3,38;0,66%;0,66%;50
PNZMGF;PNZ;MGF;R$ 3,98;R$ 3,55;0,94%;0,94%;50
PNZLAJ;PNZ;LAJ;R$ 5,04;R$ 4,58;0,94%;0,94%;50
PNZBEL;PNZ;BEL;R$ 3,85;R$ 3,43;0,94%;0,94%;50
PNZCCM;PNZ;CCM;R$ 5,33;R$ 4,85;0,94%;0,94%;50
PNZCAC;PNZ;CAC;R$ 4,49;R$ 4,05;0,94%;0,94%;50
PNZXAP;PNZ;XAP;R$ 5,04;R$ 4,58;0,94%;0,94%;50
PNZCXJ;PNZ;CXJ;R$ 3,88;R$ 3,45;0,94%;0,94%;50
PNZPOA;PNZ;POA;R$ 4,63;R$ 4,18;0,94%;0,94%;50
PNZPNZ;PNZ;PNZ;R$ 1,51;R$ 2,13;0,14%;0,14%;50
PNZMCZ;PNZ;MCZ;R$ 2,29;R$ 1,93;0,27%;0,27%;50
PNZJPA;PNZ;JPA;R$ 2,26;R$ 1,90;0,37%;0,37%;50
PNZNAT;PNZ;NAT;R$ 2,44;R$ 2,07;0,37%;0,37%;50
PNZTHE;PNZ;THE;R$ 3,53;R$ 3,13;0,37%;0,37%;50
PNZFOR;PNZ;FOR;R$ 2,49;R$ 2,12;0,37%;0,37%;50
PNZIMP;PNZ;IMP;R$ 3,55;R$ 3,15;0,45%;0,45%;50
POAPOA;POA;POA;R$ 0,68;R$ 1,22;0,14%;0,14%;50
POACXJ;POA;CXJ;R$ 1,18;R$ 1,59;0,18%;0,18%;50
POAJOI;POA;JOI;R$ 1,39;R$ 1,79;0,25%;0,25%;50
POACWB;POA;CWB;R$ 1,53;R$ 1,94;0,25%;0,25%;50
POABNU;POA;BNU;R$ 1,76;R$ 2,15;0,25%;0,25%;50
POAITJ;POA;ITJ;R$ 1,04;R$ 1,47;0,25%;0,25%;50
POAFLN;POA;FLN;R$ 1,59;R$ 2,01;0,25%;0,25%;50
POALAJ;POA;LAJ;R$ 2,58;R$ 2,94;0,25%;0,25%;50
POACCM;POA;CCM;R$ 2,43;R$ 2,82;0,25%;0,25%;50
POALDB;POA;LDB;R$ 2,46;R$ 2,81;0,27%;0,27%;50
POASAO;POA;SAO;R$ 1,76;R$ 2,15;0,27%;0,27%;50
POASSZ;POA;SSZ;R$ 2,68;R$ 3,04;0,27%;0,27%;50
POAXAP;POA;XAP;R$ 2,58;R$ 2,94;0,27%;0,27%;50
POACPQ;POA;CPQ;R$ 1,80;R$ 2,20;0,27%;0,27%;50
POASJK;POA;SJK;R$ 2,30;R$ 2,67;0,27%;0,27%;50
POASOD;POA;SOD;R$ 1,88;R$ 2,27;0,27%;0,27%;50
POAMGF;POA;MGF;R$ 2,59;R$ 2,95;0,27%;0,27%;50
POACAC;POA;CAC;R$ 2,64;R$ 2,99;0,27%;0,27%;50
POAPSA;POA;PSA;R$ 3,13;R$ 3,48;0,27%;0,27%;50
POARAO;POA;RAO;R$ 2,09;R$ 2,48;0,27%;0,27%;50
POABAU;POA;BAU;R$ 2,23;R$ 2,62;0,27%;0,27%;50
POASJP;POA;SJP;R$ 2,97;R$ 3,31;0,37%;0,37%;50
POAPPB;POA;PPB;R$ 3,12;R$ 3,47;0,37%;0,37%;50
POARIO;POA;RIO;R$ 2,13;R$ 2,50;0,27%;0,27%;50
POAJDF;POA;JDF;R$ 2,69;R$ 3,04;0,37%;0,37%;50
POADIV;POA;DIV;R$ 2,14;R$ 2,51;0,37%;0,37%;50
POABHZ;POA;BHZ;R$ 2,09;R$ 2,47;0,37%;0,37%;50
POAUDI;POA;UDI;R$ 1,71;R$ 2,11;0,37%;0,37%;50
POACAW;POA;CAW;R$ 2,53;R$ 2,89;0,37%;0,37%;50
POAGYN;POA;GYN;R$ 1,89;R$ 2,23;0,37%;0,37%;50
POAVIX;POA;VIX;R$ 1,83;R$ 2,22;0,37%;0,37%;50
POABSB;POA;BSB;R$ 1,77;R$ 2,15;0,45%;0,45%;50
POAVDC;POA;VDC;R$ 2,67;R$ 3,04;0,45%;0,45%;50
POAITN;POA;ITN;R$ 2,78;R$ 3,13;0,66%;0,66%;50
POACGR;POA;CGR;R$ 3,33;R$ 3,66;0,66%;0,66%;50
POAPMW;POA;PMW;R$ 2,89;R$ 3,24;0,66%;0,66%;50
POACGB;POA;CGB;R$ 3,54;R$ 3,87;0,66%;0,66%;50
POASSA;POA;SSA;R$ 2,07;R$ 2,46;0,66%;0,66%;50
POAFES;POA;FES;R$ 2,38;R$ 2,72;0,66%;0,66%;50
POAPNZ;POA;PNZ;R$ 2,85;R$ 3,22;0,94%;0,94%;50
POAAJU;POA;AJU;R$ 2,42;R$ 2,79;0,94%;0,94%;50
POAMCZ;POA;MCZ;R$ 2,13;R$ 2,51;0,94%;0,94%;50
POAIMP;POA;IMP;R$ 2,60;R$ 2,99;0,94%;0,94%;50
POACAU;POA;CAU;R$ 3,21;R$ 3,55;0,94%;0,94%;50
POATHE;POA;THE;R$ 3,10;R$ 3,45;0,94%;0,94%;50
POAREC;POA;REC;R$ 2,27;R$ 2,65;0,94%;0,94%;50
POAJPA;POA;JPA;R$ 2,09;R$ 2,48;0,94%;0,94%;50
POANAT;POA;NAT;R$ 2,26;R$ 2,64;0,94%;0,94%;50
POASLZ;POA;SLZ;R$ 3,39;R$ 3,72;0,94%;0,94%;50
POAFOR;POA;FOR;R$ 2,40;R$ 2,77;0,94%;0,94%;50
POABEL;POA;BEL;R$ 2,26;R$ 2,59;0,94%;0,94%;50
PPBPPB;PPB;PPB;R$ 1,44;R$ 1,76;0,14%;0,14%;50
PPBCPQ;PPB;CPQ;R$ 1,26;R$ 1,59;0,18%;0,18%;50
PPBSJK;PPB;SJK;R$ 1,60;R$ 1,91;0,18%;0,18%;50
PPBSOD;PPB;SOD;R$ 1,35;R$ 1,68;0,18%;0,18%;50
PPBSAO;PPB;SAO;R$ 1,73;R$ 2,04;0,25%;0,25%;50
PPBPSA;PPB;PSA;R$ 2,65;R$ 2,93;0,25%;0,25%;50
PPBSSZ;PPB;SSZ;R$ 2,68;R$ 2,96;0,25%;0,25%;50
PPBSJP;PPB;SJP;R$ 1,31;R$ 1,64;0,18%;0,18%;50
PPBRAO;PPB;RAO;R$ 1,73;R$ 2,04;0,25%;0,25%;50
PPBBAU;PPB;BAU;R$ 2,00;R$ 2,31;0,25%;0,25%;50
PPBCWB;PPB;CWB;R$ 1,84;R$ 2,15;0,25%;0,25%;50
PPBDIV;PPB;DIV;R$ 1,80;R$ 2,11;0,25%;0,25%;50
PPBRIO;PPB;RIO;R$ 1,91;R$ 2,22;0,25%;0,25%;50
PPBJDF;PPB;JDF;R$ 2,35;R$ 2,65;0,25%;0,25%;50
PPBJOI;PPB;JOI;R$ 1,61;R$ 1,93;0,25%;0,25%;50
PPBLDB;PPB;LDB;R$ 1,96;R$ 2,26;0,25%;0,25%;50
PPBUDI;PPB;UDI;R$ 1,66;R$ 1,98;0,25%;0,25%;50
PPBBHZ;PPB;BHZ;R$ 1,84;R$ 2,15;0,25%;0,25%;50
PPBBNU;PPB;BNU;R$ 1,60;R$ 1,92;0,27%;0,27%;50
PPBITJ;PPB;ITJ;R$ 1,50;R$ 1,82;0,27%;0,27%;50
PPBMGF;PPB;MGF;R$ 1,71;R$ 2,02;0,27%;0,27%;50
PPBFLN;PPB;FLN;R$ 2,22;R$ 2,51;0,27%;0,27%;50
PPBCAW;PPB;CAW;R$ 2,27;R$ 2,56;0,27%;0,27%;50
PPBLAJ;PPB;LAJ;R$ 2,80;R$ 3,08;0,27%;0,27%;50
PPBCCM;PPB;CCM;R$ 3,09;R$ 3,35;0,27%;0,27%;50
PPBCAC;PPB;CAC;R$ 2,25;R$ 2,55;0,27%;0,27%;50
PPBVIX;PPB;VIX;R$ 1,63;R$ 1,95;0,27%;0,27%;50
PPBXAP;PPB;XAP;R$ 2,80;R$ 3,08;0,27%;0,27%;50
PPBCXJ;PPB;CXJ;R$ 2,18;R$ 2,48;0,37%;0,37%;50
PPBPOA;PPB;POA;R$ 2,39;R$ 2,68;0,37%;0,37%;50
PPBBSB;PPB;BSB;R$ 1,41;R$ 1,74;0,27%;0,27%;50
PPBCGR;PPB;CGR;R$ 3,16;R$ 3,42;0,27%;0,27%;50
PPBGYN;PPB;GYN;R$ 1,83;R$ 2,14;0,37%;0,37%;50
PPBVDC;PPB;VDC;R$ 2,30;R$ 2,59;0,37%;0,37%;50
PPBITN;PPB;ITN;R$ 2,11;R$ 2,41;0,37%;0,37%;50
PPBCGB;PPB;CGB;R$ 3,03;R$ 3,29;0,37%;0,37%;50
PPBPMW;PPB;PMW;R$ 2,42;R$ 2,70;0,45%;0,45%;50
PPBFES;PPB;FES;R$ 1,23;R$ 1,57;0,45%;0,45%;50
PPBSSA;PPB;SSA;R$ 2,13;R$ 2,43;0,45%;0,45%;50
PPBAJU;PPB;AJU;R$ 1,75;R$ 2,07;0,66%;0,66%;50
PPBPNZ;PPB;PNZ;R$ 3,19;R$ 3,45;0,66%;0,66%;50
PPBMCZ;PPB;MCZ;R$ 1,70;R$ 2,01;0,66%;0,66%;50
PPBIMP;PPB;IMP;R$ 2,82;R$ 3,09;0,66%;0,66%;50
PPBTHE;PPB;THE;R$ 2,80;R$ 3,07;0,66%;0,66%;50
PPBCAU;PPB;CAU;R$ 3,05;R$ 3,31;0,94%;0,94%;50
PPBJPA;PPB;JPA;R$ 1,66;R$ 1,97;0,94%;0,94%;50
PPBREC;PPB;REC;R$ 2,22;R$ 2,52;0,94%;0,94%;50
PPBSLZ;PPB;SLZ;R$ 2,74;R$ 3,02;0,94%;0,94%;50
PPBNAT;PPB;NAT;R$ 1,84;R$ 2,15;0,94%;0,94%;50
PPBFOR;PPB;FOR;R$ 1,76;R$ 2,07;0,94%;0,94%;50
PPBBEL;PPB;BEL;R$ 1,10;R$ 1,44;0,94%;0,94%;50
PSAPSA;PSA;PSA;R$ 1,66;R$ 2,35;0,14%;0,14%;50
PSACPQ;PSA;CPQ;R$ 2,84;R$ 2,46;0,25%;0,25%;50
PSASJK;PSA;SJK;R$ 3,12;R$ 2,73;0,25%;0,25%;50
PSASOD;PSA;SOD;R$ 2,95;R$ 2,57;0,25%;0,25%;50
PSAUDI;PSA;UDI;R$ 2,41;R$ 2,05;0,25%;0,25%;50
PSASAO;PSA;SAO;R$ 1,95;R$ 1,86;0,25%;0,25%;50
PSASSZ;PSA;SSZ;R$ 3,54;R$ 3,13;0,25%;0,25%;50
PSARAO;PSA;RAO;R$ 3,17;R$ 2,77;0,25%;0,25%;50
PSABAU;PSA;BAU;R$ 3,12;R$ 2,84;0,25%;0,25%;50
PSASJP;PSA;SJP;R$ 2,86;R$ 2,74;0,25%;0,25%;50
PSAPPB;PSA;PPB;R$ 3,02;R$ 2,94;0,27%;0,27%;50
PSALDB;PSA;LDB;R$ 3,61;R$ 3,04;0,27%;0,27%;50
PSAMGF;PSA;MGF;R$ 3,28;R$ 2,89;0,27%;0,27%;50
PSACAC;PSA;CAC;R$ 3,67;R$ 3,26;0,37%;0,37%;50
PSAPOA;PSA;POA;R$ 3,35;R$ 2,95;0,37%;0,37%;50
PSARIO;PSA;RIO;R$ 2,04;R$ 1,69;0,18%;0,18%;50
PSACAW;PSA;CAW;R$ 2,54;R$ 2,18;0,25%;0,25%;50
PSAGYN;PSA;GYN;R$ 2,13;R$ 1,68;0,25%;0,25%;50
PSAVIX;PSA;VIX;R$ 2,41;R$ 2,05;0,25%;0,25%;50
PSACWB;PSA;CWB;R$ 3,14;R$ 2,60;0,27%;0,27%;50
PSABSB;PSA;BSB;R$ 2,28;R$ 1,92;0,27%;0,27%;50
PSAJOI;PSA;JOI;R$ 3,19;R$ 2,80;0,27%;0,27%;50
PSAITJ;PSA;ITJ;R$ 3,08;R$ 2,69;0,27%;0,27%;50
PSABNU;PSA;BNU;R$ 3,18;R$ 2,78;0,27%;0,27%;50
PSAFLN;PSA;FLN;R$ 3,24;R$ 2,85;0,27%;0,27%;50
PSAFES;PSA;FES;R$ 1,85;R$ 1,46;0,27%;0,27%;50
PSAITN;PSA;ITN;R$ 2,64;R$ 2,27;0,27%;0,27%;50
PSAVDC;PSA;VDC;R$ 2,83;R$ 2,45;0,27%;0,27%;50
PSALAJ;PSA;LAJ;R$ 3,80;R$ 3,38;0,27%;0,27%;50
PSASSA;PSA;SSA;R$ 2,39;R$ 2,02;0,27%;0,27%;50
PSACCM;PSA;CCM;R$ 4,00;R$ 3,58;0,27%;0,27%;50
PSAXAP;PSA;XAP;R$ 4,04;R$ 3,52;0,37%;0,37%;50
PSAAJU;PSA;AJU;R$ 2,28;R$ 1,93;0,37%;0,37%;50
PSACXJ;PSA;CXJ;R$ 3,05;R$ 2,59;0,37%;0,37%;50
PSAPNZ;PSA;PNZ;R$ 3,37;R$ 2,97;0,37%;0,37%;50
PSACGR;PSA;CGR;R$ 4,40;R$ 3,96;0,37%;0,37%;50
PSAPMW;PSA;PMW;R$ 3,56;R$ 3,16;0,37%;0,37%;50
PSACGB;PSA;CGB;R$ 4,61;R$ 4,16;0,37%;0,37%;50
PSAMCZ;PSA;MCZ;R$ 2,23;R$ 1,87;0,37%;0,37%;50
PSACAU;PSA;CAU;R$ 3,23;R$ 2,84;0,37%;0,37%;50
PSAREC;PSA;REC;R$ 2,05;R$ 1,85;0,45%;0,45%;50
PSAJPA;PSA;JPA;R$ 2,19;R$ 1,83;0,45%;0,45%;50
PSANAT;PSA;NAT;R$ 2,37;R$ 2,01;0,45%;0,45%;50
PSATHE;PSA;THE;R$ 3,47;R$ 3,06;0,45%;0,45%;50
PSAFOR;PSA;FOR;R$ 2,42;R$ 2,06;0,45%;0,45%;50
PSAIMP;PSA;IMP;R$ 3,49;R$ 3,08;0,66%;0,66%;50
PSASLZ;PSA;SLZ;R$ 3,41;R$ 3,01;0,66%;0,66%;50
PSABEL;PSA;BEL;R$ 2,68;R$ 2,31;0,94%;0,94%;50
PSABHZ;PSA;BHZ;R$ 1,83;R$ 1,49;0,18%;0,18%;50
PSADIV;PSA;DIV;R$ 1,97;R$ 1,62;0,18%;0,18%;50
PSAJDF;PSA;JDF;R$ 2,52;R$ 2,15;0,18%;0,18%;50
RAORAO;RAO;RAO;R$ 0,63;R$ 1,06;0,14%;0,14%;50
RAOCPQ;RAO;CPQ;R$ 1,67;R$ 1,85;0,18%;0,18%;50
RAOSJK;RAO;SJK;R$ 1,99;R$ 2,16;0,18%;0,18%;50
RAOSOD;RAO;SOD;R$ 1,77;R$ 1,95;0,18%;0,18%;50
RAOSAO;RAO;SAO;R$ 1,92;R$ 2,12;0,18%;0,18%;50
RAOPSA;RAO;PSA;R$ 2,97;R$ 3,15;0,18%;0,18%;50
RAOSSZ;RAO;SSZ;R$ 3,09;R$ 3,22;0,18%;0,18%;50
RAOBAU;RAO;BAU;R$ 2,41;R$ 2,57;0,25%;0,25%;50
RAOSJP;RAO;SJP;R$ 2,50;R$ 2,67;0,25%;0,25%;50
RAOCWB;RAO;CWB;R$ 2,25;R$ 2,41;0,25%;0,25%;50
RAODIV;RAO;DIV;R$ 2,21;R$ 2,37;0,25%;0,25%;50
RAORIO;RAO;RIO;R$ 2,32;R$ 2,48;0,25%;0,25%;50
RAOJDF;RAO;JDF;R$ 2,76;R$ 2,91;0,25%;0,25%;50
RAOJOI;RAO;JOI;R$ 2,02;R$ 2,19;0,25%;0,25%;50
RAOLDB;RAO;LDB;R$ 2,43;R$ 2,55;0,25%;0,25%;50
RAOPPB;RAO;PPB;R$ 2,95;R$ 3,11;0,25%;0,25%;50
RAOUDI;RAO;UDI;R$ 2,07;R$ 2,24;0,25%;0,25%;50
RAOBHZ;RAO;BHZ;R$ 2,25;R$ 2,42;0,25%;0,25%;50
RAOBNU;RAO;BNU;R$ 2,01;R$ 2,18;0,25%;0,25%;50
RAOITJ;RAO;ITJ;R$ 1,91;R$ 2,08;0,25%;0,25%;50
